id,sentence,label
731_5,"""960x1280 Now check the properties of wbmp: PixelWidth: 960 PixelHeight: 1280 PixelBuffer.Length: 1228800 The length of PixelBuffer is totally wrong, the buffer size shoud be 960 x 1280 x 4 = 4915200 The wrong value 1228800 comes from the original size: 480 x 640 x 4.""",0
731_6,"""I think this is a bug, because I think if the WriteableBitmap decides to update the PixelWidth and PixelHeight property, it should also update the PixelBuffer, or the data is inconsistent.""",1
731_7,"""The era of connected TV is here.""",0
731_8,"""Windows developers need APIs to control TV tuners and display of other digital media on the same screen at the same time""",1
732_1,"""make multitasking a real thing, like seeing a video or having a mini calc when browse some thing.""",1
734_1,"""you can limit number of apps according to the screen size.""",1
735_1,"""Provide an API to use Cortana services within apps as well as provide implementable Interface(s) which expose App-Services to Cortana, then Cortana can call these methods and developers worldwide can extends it's functionality.""",1
736_1,"""Please add api's for sharing to reading list.""",1
736_2,"""It is a useful feature.""",0
736_3,"""Would become even more useful if say i could share to reading list from chrome extension or mac desktop or iOs.""",1
736_4,"""I have a ListView with Grouped items.""",0
738_1,"""<ListView Grid.Row=""1"" SelectionMode=""None"" IsItemClickEnabled=""False"" ItemsSource=""{Binding Source={StaticResource csvList}}""> <ListView.GroupStyle> <GroupStyle > <GroupStyle.HeaderTemplate> <DataTemplate > <Grid> <Border BorderThickness=""2"" BorderBrush=""Blue""> <TextBlock Text=""{Binding Key}"" Margin=""5,0,0,0"" Style=""{StaticResource SubheaderTextBlockStyle}"" Foreground=""White"" /> </Border> </Grid> </DataTemplate> </GroupStyle.HeaderTemplate> </GroupStyle> </ListView.GroupStyle> <ListView.ItemTemplate> <DataTemplate > [...] </DataTemplate> </ListView.ItemTemplate> <ListView.ItemContainerStyle> <Style TargetType=""ListViewItem""> <Setter Property=""HorizontalContentAlignment"" Value=""Stretch"" /> </Style> </ListView.ItemContainerStyle> </ListView> If I use this XAML definition, it work but the groupheader is not wide as the listview.""",0
738_2,"""For this reason, I insert: Width=""{Binding ActualWidth, ElementName=hubEvidenza, Mode=OneWay}"" <!--hubEvidenza is name of root Container, a hubSection --> in the content of GroupStyle.HeaderTemplate.""",0
738_3,"""Now it work, but...the the Header of first group is not displayed!""",0
739_1,"""This problem is the same on Windows 8.1 and WindowsPhone 8.1 I have a ListView with Grouped items.""",0
740_1,"""Now it work, but...the the Header___ more""",0
742_1,"""Provide a way to get list of installed applications on the phone""",1
743_1,"""So, acutally how the get / respect the Users Regional Format settings?""",0
743_2,"""I started the windows phone 8.1 emulator with the following configuration for testing purpose: UI Language: German, Region: US, Format Settings: Irish.""",0
743_3,"""I have found no way to get the Information, that the user has set his format settings to irish.""",0
743_4,"""And my only wish is to format a DateTime like the user wants to see it.""",1
743_5,"""Regional Format does not automaticly mean the region i set the device to or the UI Langauge i chose.""",0
744_1,"""On my Devices i set the UI to english but want to see all TimeStamps and Dates in the German format...""",0
744_2,"""But at the Moment there is no way to get the setting the user made in the Phone settings.""",0
744_3,"""On my Devices i set the UI to english but want to___ more""",0
744_4,"""Apps on Windows Phone were able to run under the lock screen for quite some time.""",0
744_5,"""The new universal app model does not provide this functionality.""",0
744_6,"""This should be added in future versions as it is still an important feature for some apps.""",1
745_1,"""Windows Phone 8.1 introduces the Social Extensibility Framework.""",0
745_2,"""It allows third-party apps to integrate into the People Hub's 'What's New' feed, etc.""",0
745_3,"""Currently this integration is locked and only select app developers are given access.""",0
746_1,"""The documentation on the Windows.Phone.SocialIntegration namespace is also limited.""",0
746_2,"""I would like Microsoft to open up this framework to all developers.""",1
746_3,"""I understand this framework is still being developed and real-word usage must first be measured.""",0
746_4,"""But why not allow it to be used locally by sideloading or through the emulators?""",1
746_5,"""I think we could provide valuable feedback and come up with exciting scenario's for using this framework.""",0
746_6,"""I think we could provide valuable feedback and come up with exciting scenario's for___ more""",0
746_7,"""I have create and export from my projects the win8.1 app and with the instructions you provide into your site I'm trying to install the app to win8.""",0
746_8,"""The cert.""",0
747_1,"""is installed successfully.""",0
747_2,"""But when I'm trying to install the app I'm getting an error.""",0
747_3,"""StoreApp\AppStudio.Windows_1.0.0.0_AnyCPU.appx""",0
747_4,"""Would allow binding to isvisible in an mvvm scenario.""",0
747_5,"""Possibly some other property named parent to choose where popup is revealed from.""",0
747_6,"""again suitable for mvvm.""",0
747_7,"""I'd like to record an audio/video file while playing a audio file in the background.""",1
747_8,"""The reason I got into this is because I figured If any company could do it Microsoft could and then I find out that I can't.""",0
747_9,"""Now my killer app has to wait for windows to catch up again.""",0
747_10,"""I don't know if you have to have two sets of speakers or two microphones or a way to separate left speaker from right but It would make a whole lot of devs happy to be able to do this""",0
748_1,"""It is more convenient to go with swiping gestures is more fun being with than the tap method.""",0
748_2,"""However, there should be more of swipe gestures than the tap methods.""",1
748_3,"""To set a difference a swipe to the right should launch 'settings' menu, as a swipe to the left launches the 'apps list'.""",0
748_4,"""Currently I'm developing an app for posting photos to a user's Picasa account.""",0
748_5,"""A user has requested that the app provide functionality to edit a given photo from their account and upload a new version.""",0
748_6,"""I don't think it's best of my resources to implement this functionality when there are so many great photo editing apps already on the market.""",0
749_1,"""I would like the ability to pass the photo from my app to an app (of the user's choice via an app picker) that supports the selected photo type.""",1
750_1,"""The user can then do some function within the selected app (e.g.""",0
750_2,"""add a filter, crop, etc), and then the opened app can pass that edited file back to my app.""",1
750_3,"""This would extend the power already available with share pickers to perform more generic tasks, and would result in a better experience for the user.""",0
750_4,"""All this while keeping the sandbox mentality that the OS has.""",0
751_1,"""This should be available both in WinRT and Silverlight applications.""",0
752_1,"""The user can then do some function within the selected app___ more""",0
752_2,"""A thing that would be increbible is that your phone make a sound when you whistle or Clap hands a certain pattern ( wich could be preseted by the phone owner ) so when you can't find your phone and you dont have a buddy around to text you, you can find it!""",1
753_1,"""Lockscreen: -Should be able to chose a tiny black outline around lettering so you can see what's written properly when you have a Clear/White lock screen.""",1
753_2,"""-Should be able to put transparent (saved in PGN) lockscreens like WP7.5 Notification Center: -Should be able to control the screen when notification center is half open.""",1
754_1,"""-Should be able to control music ( Play, Pause, Next & Previous + song info ) directly from the notification center.""",1
754_2,"""Xbox Music: -Should be able to swap music player sideways.""",1
754_3,"""Pictures: -Needs to open on Albums instead of All the pictures Mail Center: -Would be awesome if it opened on a page where you have a seperate for each of your accounts.""",1
754_4,"""Then you chose with one to open.""",0
755_1,"""-Should be able to put transparent (saved in PGN) lockscreens like WP7.5 Notification Center: -Should be able to control the screen___ more""",1
